id,summary,start,end,location
ADE6050726f6a65745f323032332d323032342d3133313330312d302d30,Management (Etude de cas) - TP - S6-ALT2,20240318T084500Z,20240318T101500Z,S07
ADE6050726f6a65745f323032332d323032342d35323839392d302d30,Présentation BioMérieux  témoignages et job dating,20240320T084500Z,20240320T120000Z,S07
ADE6050726f6a65745f323032332d323032342d39393933302d302d31,Lipides - TD - S2-B,20240318T140000Z,20240318T153000Z,S17
ADE6050726f6a65745f323032332d323032342d3133343833352d302d30,Durée de vie (DDM) - TP - S6-ALT2,20240319T120000Z,20240319T163000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833352d302d30,Durée de vie (DDM) - TP - S6-ALT2,20240319T120000Z,20240319T163000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d39383538352d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J4 - S4-A,20240318T120000Z,20240318T133000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383538352d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J4 - S4-A,20240318T120000Z,20240318T133000Z,Microbio 1
ADE6050726f6a65745f323032332d323032342d39383538352d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J4 - S4-A,20240318T120000Z,20240318T133000Z,Microbio 2
ADE6050726f6a65745f323032332d323032342d39363836392d302d31,SAE 4.1 - TP - S4-A2,20240318T070000Z,20240318T110000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d3133343832392d302d32,,20240321T080000Z,20240321T110000Z,S04
ADE6050726f6a65745f323032332d323032342d39363934352d302d35,SAE 4.1 - Autonomie - S4-A1,20240319T070000Z,20240319T083000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d3133343833342d342d30,Durée de vie (DDM) - TP - S6-ALT2 (NG),20240321T163000Z,20240321T164500Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833342d342d30,Durée de vie (DDM) - TP - S6-ALT2 (NG),20240321T163000Z,20240321T164500Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d3130313336372d302d30,TP Culture In Vitro (1) - S2-B2,20240320T093000Z,20240320T120000Z,Biologie
ADE6050726f6a65745f323032332d323032342d39363636382d302d30,Fruits & Légumes - CM - S4,20240321T070000Z,20240321T090000Z,S07
ADE6050726f6a65745f323032332d323032342d3130313336362d302d30,TP Culture In Vitro (1) - S2-B1,20240318T084500Z,20240318T111500Z,Biologie
ADE6050726f6a65745f323032332d323032342d3130313533382d302d30,PPP - TP - S2-B1,20240318T121500Z,20240318T134500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39363936392d302d31,Statistiques - TP - S4-A1,20240322T083000Z,20240322T100000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39383538332d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J3 - S4-B,20240322T130000Z,20240322T143000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383538332d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J3 - S4-B,20240322T130000Z,20240322T143000Z,Microbio 1
ADE6050726f6a65745f323032332d323032342d39383538332d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J3 - S4-B,20240322T130000Z,20240322T143000Z,Microbio 2
ADE6050726f6a65745f323032332d323032342d323533362d302d35,Réunion BIODYMIA,20240321T123000Z,20240321T143000Z,S04
ADE6050726f6a65745f323032332d323032342d37323234342d332d30,Expression/Communication - TP - S2-B1,20240320T100000Z,20240320T113000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39373230392d302d34,Communication - TD - S4-A,20240319T101500Z,20240319T114500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383837302d302d32,Droit du travail - TD - S4-A,20240319T083000Z,20240319T100000Z,S15
ADE6050726f6a65745f323032332d323032342d39383537382d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J1 - S4-B,20240318T140000Z,20240318T170000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383537382d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J1 - S4-B,20240318T140000Z,20240318T170000Z,Microbio 1
ADE6050726f6a65745f323032332d323032342d39383537382d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J1 - S4-B,20240318T140000Z,20240318T170000Z,Microbio 2
ADE6050726f6a65745f323032332d323032342d33393235392d302d30,,20240319T073000Z,20240319T083000Z,S07
ADE6050726f6a65745f323032332d323032342d39373334312d302d30,Anglais - TD (1h) - S4-B,20240321T091500Z,20240321T101500Z,S05
ADE6050726f6a65745f323032332d323032342d39383837302d302d31,Droit du travail - TD - S4-A,20240318T140000Z,20240318T153000Z,S15
ADE6050726f6a65745f323032332d323032342d39383538312d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J2 - S4-B,20240320T144500Z,20240320T164500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383538312d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J2 - S4-B,20240320T144500Z,20240320T164500Z,Microbio 1
ADE6050726f6a65745f323032332d323032342d39383538312d302d30,SAE 4.2 - Microbiologie  Produits laitiers - TP J2 - S4-B,20240320T144500Z,20240320T164500Z,Microbio 2
